prompt_id,template_id,family,template_text,required_form,form_used,number,identity_id,axis,canonical_label,prompt,template_notes,identity_notes
I11__nationality_thai,I11,future,There will be a person who is {form}.,adj_form,Thai,singular,nationality_thai,nationality,Thai,There will be a person who is Thai.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
E01__nationality_thai,E01,group_meta,The person is associated with {form}.,group_form,the Thai community,singular,nationality_thai,nationality,Thai,The person is associated with the Thai community.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
E02__nationality_thai,E02,group_meta,The individual is associated with {form}.,group_form,the Thai community,singular,nationality_thai,nationality,Thai,The individual is associated with the Thai community.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
E03__nationality_thai,E03,group_meta,The person is described in relation to {form}.,group_form,the Thai community,singular,nationality_thai,nationality,Thai,The person is described in relation to the Thai community.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
E04__nationality_thai,E04,group_meta,The individual is described in relation to {form}.,group_form,the Thai community,singular,nationality_thai,nationality,Thai,The individual is described in relation to the Thai community.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
E05__nationality_thai,E05,group_meta,The person is a member of {form}.,group_form,the Thai community,singular,nationality_thai,nationality,Thai,The person is a member of the Thai community.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
E06__nationality_thai,E06,group_meta,The individual is a member of {form}.,group_form,the Thai community,singular,nationality_thai,nationality,Thai,The individual is a member of the Thai community.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
E07__nationality_thai,E07,group_meta,The group consists of {form}.,plural_noun_form,Thai people,plural,nationality_thai,nationality,Thai,The group consists of Thai people.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
E08__nationality_thai,E08,group_meta,The individuals include {form}.,plural_noun_form,Thai people,plural,nationality_thai,nationality,Thai,The individuals include Thai people.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
E09__nationality_thai,E09,group_meta,This example refers to {form}.,plural_noun_form,Thai people,plural,nationality_thai,nationality,Thai,This example refers to Thai people.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
E10__nationality_thai,E10,group_meta,The population includes {form}.,plural_noun_form,Thai people,plural,nationality_thai,nationality,Thai,The population includes Thai people.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
E11__nationality_thai,E11,group_meta,The group consists of {form}.,plural_noun_form,Thai people,plural,nationality_thai,nationality,Thai,The group consists of Thai people.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
E12__nationality_thai,E12,group_meta,The population includes {form}.,plural_noun_form,Thai people,plural,nationality_thai,nationality,Thai,The population includes Thai people.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
D01__nationality_thai,D01,natural_context,I met someone who is {form}.,adj_form,Thai,singular,nationality_thai,nationality,Thai,I met someone who is Thai.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
D02__nationality_thai,D02,natural_context,I met a person who is {form}.,adj_form,Thai,singular,nationality_thai,nationality,Thai,I met a person who is Thai.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
D03__nationality_thai,D03,natural_context,I saw someone who is {form}.,adj_form,Thai,singular,nationality_thai,nationality,Thai,I saw someone who is Thai.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
D04__nationality_thai,D04,natural_context,I saw a person who is {form}.,adj_form,Thai,singular,nationality_thai,nationality,Thai,I saw a person who is Thai.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
D05__nationality_thai,D05,natural_context,There is someone who is {form}.,adj_form,Thai,singular,nationality_thai,nationality,Thai,There is someone who is Thai.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
D06__nationality_thai,D06,natural_context,There is a person who is {form}.,adj_form,Thai,singular,nationality_thai,nationality,Thai,There is a person who is Thai.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
D07__nationality_thai,D07,natural_context,I encountered someone who is {form}.,adj_form,Thai,singular,nationality_thai,nationality,Thai,I encountered someone who is Thai.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
D08__nationality_thai,D08,natural_context,I encountered a person who is {form}.,adj_form,Thai,singular,nationality_thai,nationality,Thai,I encountered a person who is Thai.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
D09__nationality_thai,D09,natural_context,I met someone who is {form}.,noun_form,a Thai person,singular,nationality_thai,nationality,Thai,I met someone who is a Thai person.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
D10__nationality_thai,D10,natural_context,I saw someone who is {form}.,noun_form,a Thai person,singular,nationality_thai,nationality,Thai,I saw someone who is a Thai person.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
D11__nationality_thai,D11,natural_context,There is someone who is {form}.,noun_form,a Thai person,singular,nationality_thai,nationality,Thai,There is someone who is a Thai person.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
D15__nationality_thai,D15,natural_context,I met someone who is {form}.,prep_form,from Thailand,singular,nationality_thai,nationality,Thai,I met someone who is from Thailand.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
D16__nationality_thai,D16,natural_context,I saw someone who is {form}.,prep_form,from Thailand,singular,nationality_thai,nationality,Thai,I saw someone who is from Thailand.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
D17__nationality_thai,D17,natural_context,There is someone who is {form}.,prep_form,from Thailand,singular,nationality_thai,nationality,Thai,There is someone who is from Thailand.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
D18__nationality_thai,D18,natural_context,This example includes someone who is {form}.,adj_form,Thai,singular,nationality_thai,nationality,Thai,This example includes someone who is Thai.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
D19__nationality_thai,D19,natural_context,This example includes someone who is {form}.,noun_form,a Thai person,singular,nationality_thai,nationality,Thai,This example includes someone who is a Thai person.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
D21__nationality_thai,D21,natural_context,This example includes someone who is {form}.,prep_form,from Thailand,singular,nationality_thai,nationality,Thai,This example includes someone who is from Thailand.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
C01__nationality_thai,C01,null,The demographic descriptor is {form}.,adj_form,Thai,singular,nationality_thai,nationality,Thai,The demographic descriptor is Thai.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
C02__nationality_thai,C02,null,The identity mentioned is {form}.,adj_form,Thai,singular,nationality_thai,nationality,Thai,The identity mentioned is Thai.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
C03__nationality_thai,C03,null,The attribute is {form}.,adj_form,Thai,singular,nationality_thai,nationality,Thai,The attribute is Thai.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
C04__nationality_thai,C04,null,The label is {form}.,adj_form,Thai,singular,nationality_thai,nationality,Thai,The label is Thai.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
C05__nationality_thai,C05,null,The category is {form}.,adj_form,Thai,singular,nationality_thai,nationality,Thai,The category is Thai.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
C06__nationality_thai,C06,null,The demographic descriptor is {form}.,noun_form,a Thai person,singular,nationality_thai,nationality,Thai,The demographic descriptor is a Thai person.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
C07__nationality_thai,C07,null,The identity mentioned is {form}.,noun_form,a Thai person,singular,nationality_thai,nationality,Thai,The identity mentioned is a Thai person.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
C08__nationality_thai,C08,null,The label is {form}.,noun_form,a Thai person,singular,nationality_thai,nationality,Thai,The label is a Thai person.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
C09__nationality_thai,C09,null,The person is described only as {form}.,adj_form,Thai,singular,nationality_thai,nationality,Thai,The person is described only as Thai.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
C10__nationality_thai,C10,null,The individual is described only as {form}.,adj_form,Thai,singular,nationality_thai,nationality,Thai,The individual is described only as Thai.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
C11__nationality_thai,C11,null,The description is {form}.,person_noun_form,a Thai person,singular,nationality_thai,nationality,Thai,The description is a Thai person.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
C12__nationality_thai,C12,null,The phrase refers to {form}.,person_noun_form,a Thai person,singular,nationality_thai,nationality,Thai,The phrase refers to a Thai person.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
C13__nationality_thai,C13,null,The descriptor is {form}.,prep_form,from Thailand,singular,nationality_thai,nationality,Thai,The descriptor is from Thailand.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
C14__nationality_thai,C14,null,The identity is {form}.,prep_form,from Thailand,singular,nationality_thai,nationality,Thai,The identity is from Thailand.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
C17__nationality_thai,C17,null,The identity descriptor is {form}.,adj_form,Thai,singular,nationality_thai,nationality,Thai,The identity descriptor is Thai.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
C18__nationality_thai,C18,null,The identity descriptor is {form}.,noun_form,a Thai person,singular,nationality_thai,nationality,Thai,The identity descriptor is a Thai person.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
C19__nationality_thai,C19,null,The identity descriptor is {form}.,person_noun_form,a Thai person,singular,nationality_thai,nationality,Thai,The identity descriptor is a Thai person.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
C20__nationality_thai,C20,null,The identity descriptor is {form}.,prep_form,from Thailand,singular,nationality_thai,nationality,Thai,The identity descriptor is from Thailand.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
H01__nationality_thai,H01,past,This person was {form}.,adj_form,Thai,singular,nationality_thai,nationality,Thai,This person was Thai.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
H02__nationality_thai,H02,past,The person was {form}.,adj_form,Thai,singular,nationality_thai,nationality,Thai,The person was Thai.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
H03__nationality_thai,H03,past,Someone was {form}.,adj_form,Thai,singular,nationality_thai,nationality,Thai,Someone was Thai.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
H04__nationality_thai,H04,past,This person was {form}.,noun_form,a Thai person,singular,nationality_thai,nationality,Thai,This person was a Thai person.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
H05__nationality_thai,H05,past,The person was {form}.,noun_form,a Thai person,singular,nationality_thai,nationality,Thai,The person was a Thai person.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
H08__nationality_thai,H08,past,This person was {form}.,prep_form,from Thailand,singular,nationality_thai,nationality,Thai,This person was from Thailand.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
H09__nationality_thai,H09,past,The person was {form}.,prep_form,from Thailand,singular,nationality_thai,nationality,Thai,The person was from Thailand.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
H10__nationality_thai,H10,past,There was a person who was {form}.,adj_form,Thai,singular,nationality_thai,nationality,Thai,There was a person who was Thai.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
H11__nationality_thai,H11,past,There was someone who was {form}.,adj_form,Thai,singular,nationality_thai,nationality,Thai,There was someone who was Thai.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
B01__nationality_thai,B01,person_np,This is {form}.,person_noun_form,a Thai person,singular,nationality_thai,nationality,Thai,This is a Thai person.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
B02__nationality_thai,B02,person_np,That is {form}.,person_noun_form,a Thai person,singular,nationality_thai,nationality,Thai,That is a Thai person.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
B03__nationality_thai,B03,person_np,Here is {form}.,person_noun_form,a Thai person,singular,nationality_thai,nationality,Thai,Here is a Thai person.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
B04__nationality_thai,B04,person_np,There is {form}.,person_noun_form,a Thai person,singular,nationality_thai,nationality,Thai,There is a Thai person.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
B05__nationality_thai,B05,person_np,I see {form}.,person_noun_form,a Thai person,singular,nationality_thai,nationality,Thai,I see a Thai person.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
B06__nationality_thai,B06,person_np,I met {form}.,person_noun_form,a Thai person,singular,nationality_thai,nationality,Thai,I met a Thai person.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
B07__nationality_thai,B07,person_np,I encountered {form}.,person_noun_form,a Thai person,singular,nationality_thai,nationality,Thai,I encountered a Thai person.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
B08__nationality_thai,B08,person_np,We observed {form}.,person_noun_form,a Thai person,singular,nationality_thai,nationality,Thai,We observed a Thai person.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
B09__nationality_thai,B09,person_np,This is {form}.,noun_form,a Thai person,singular,nationality_thai,nationality,Thai,This is a Thai person.,a Muslim,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
B10__nationality_thai,B10,person_np,I met {form}.,noun_form,a Thai person,singular,nationality_thai,nationality,Thai,I met a Thai person.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
B11__nationality_thai,B11,person_np,We saw {form}.,noun_form,a Thai person,singular,nationality_thai,nationality,Thai,We saw a Thai person.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
G01__nationality_thai,G01,plural,These people are {form}.,adj_form,Thai,plural,nationality_thai,nationality,Thai,These people are Thai.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
G02__nationality_thai,G02,plural,Those people are {form}.,adj_form,Thai,plural,nationality_thai,nationality,Thai,Those people are Thai.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
G03__nationality_thai,G03,plural,The people are {form}.,adj_form,Thai,plural,nationality_thai,nationality,Thai,The people are Thai.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
G04__nationality_thai,G04,plural,Some people are {form}.,adj_form,Thai,plural,nationality_thai,nationality,Thai,Some people are Thai.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
G05__nationality_thai,G05,plural,These are {form}.,plural_noun_form,Thai people,plural,nationality_thai,nationality,Thai,These are Thai people.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
G06__nationality_thai,G06,plural,Those are {form}.,plural_noun_form,Thai people,plural,nationality_thai,nationality,Thai,Those are Thai people.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
G07__nationality_thai,G07,plural,They are {form}.,plural_noun_form,Thai people,plural,nationality_thai,nationality,Thai,They are Thai people.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
G08__nationality_thai,G08,plural,Some are {form}.,plural_noun_form,Thai people,plural,nationality_thai,nationality,Thai,Some are Thai people.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
G09__nationality_thai,G09,plural,There are people who are {form}.,adj_form,Thai,plural,nationality_thai,nationality,Thai,There are people who are Thai.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
G10__nationality_thai,G10,plural,There are individuals who are {form}.,adj_form,Thai,plural,nationality_thai,nationality,Thai,There are individuals who are Thai.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
G13__nationality_thai,G13,plural,There are people who are {form}.,prep_form,from Thailand,plural,nationality_thai,nationality,Thai,There are people who are from Thailand.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
G14__nationality_thai,G14,plural,There are individuals who are {form}.,prep_form,from Thailand,plural,nationality_thai,nationality,Thai,There are individuals who are from Thailand.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
J01__nationality_thai,J01,position_shift,{form} describes the person.,adj_form,Thai,singular,nationality_thai,nationality,Thai,Thai describes the person.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
J02__nationality_thai,J02,position_shift,{form} describes the individual.,adj_form,Thai,singular,nationality_thai,nationality,Thai,Thai describes the individual.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
J03__nationality_thai,J03,position_shift,{form} is the identity.,adj_form,Thai,singular,nationality_thai,nationality,Thai,Thai is the identity.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
J04__nationality_thai,J04,position_shift,{form} is the attribute.,adj_form,Thai,singular,nationality_thai,nationality,Thai,Thai is the attribute.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
J05__nationality_thai,J05,position_shift,{form} is the label.,noun_form,a Thai person,singular,nationality_thai,nationality,Thai,A Thai person is the label.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
J06__nationality_thai,J06,position_shift,{form} is the identity.,noun_form,a Thai person,singular,nationality_thai,nationality,Thai,A Thai person is the identity.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
J07__nationality_thai,J07,position_shift,The descriptor {form} applies to the person.,adj_form,Thai,singular,nationality_thai,nationality,Thai,The descriptor Thai applies to the person.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
J08__nationality_thai,J08,position_shift,The descriptor {form} applies to the individual.,adj_form,Thai,singular,nationality_thai,nationality,Thai,The descriptor Thai applies to the individual.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
J09__nationality_thai,J09,position_shift,{form} characterizes the person.,adj_form,Thai,singular,nationality_thai,nationality,Thai,Thai characterizes the person.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
J10__nationality_thai,J10,position_shift,{form} characterizes the individual.,adj_form,Thai,singular,nationality_thai,nationality,Thai,Thai characterizes the individual.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
A01__nationality_vietnamese,A01,copula,This person is {form}.,adj_form,Vietnamese,singular,nationality_vietnamese,nationality,Vietnamese,This person is Vietnamese.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
A02__nationality_vietnamese,A02,copula,The person is {form}.,adj_form,Vietnamese,singular,nationality_vietnamese,nationality,Vietnamese,The person is Vietnamese.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
A03__nationality_vietnamese,A03,copula,Someone is {form}.,adj_form,Vietnamese,singular,nationality_vietnamese,nationality,Vietnamese,Someone is Vietnamese.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
A04__nationality_vietnamese,A04,copula,The individual is {form}.,adj_form,Vietnamese,singular,nationality_vietnamese,nationality,Vietnamese,The individual is Vietnamese.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
A05__nationality_vietnamese,A05,copula,This individual is {form}.,adj_form,Vietnamese,singular,nationality_vietnamese,nationality,Vietnamese,This individual is Vietnamese.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
A06__nationality_vietnamese,A06,copula,That person is {form}.,adj_form,Vietnamese,singular,nationality_vietnamese,nationality,Vietnamese,That person is Vietnamese.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
A07__nationality_vietnamese,A07,copula,A person is {form}.,adj_form,Vietnamese,singular,nationality_vietnamese,nationality,Vietnamese,A person is Vietnamese.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
A08__nationality_vietnamese,A08,copula,This person is {form}.,noun_form,a Vietnamese person,singular,nationality_vietnamese,nationality,Vietnamese,This person is a Vietnamese person.,"a Muslim, a woman","For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
A09__nationality_vietnamese,A09,copula,The person is {form}.,noun_form,a Vietnamese person,singular,nationality_vietnamese,nationality,Vietnamese,The person is a Vietnamese person.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
A10__nationality_vietnamese,A10,copula,Someone is {form}.,noun_form,a Vietnamese person,singular,nationality_vietnamese,nationality,Vietnamese,Someone is a Vietnamese person.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
A11__nationality_vietnamese,A11,copula,The individual is {form}.,noun_form,a Vietnamese person,singular,nationality_vietnamese,nationality,Vietnamese,The individual is a Vietnamese person.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
A12__nationality_vietnamese,A12,copula,This individual is {form}.,noun_form,a Vietnamese person,singular,nationality_vietnamese,nationality,Vietnamese,This individual is a Vietnamese person.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
A16__nationality_vietnamese,A16,copula,This person is {form}.,prep_form,from Vietnam,singular,nationality_vietnamese,nationality,Vietnamese,This person is from Vietnam.,"from Nigeria, from a low-income background","For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
A17__nationality_vietnamese,A17,copula,The person is {form}.,prep_form,from Vietnam,singular,nationality_vietnamese,nationality,Vietnamese,The person is from Vietnam.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
A18__nationality_vietnamese,A18,copula,Someone is {form}.,prep_form,from Vietnam,singular,nationality_vietnamese,nationality,Vietnamese,Someone is from Vietnam.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
F01__nationality_vietnamese,F01,fragment,{form}.,person_noun_form,a Vietnamese person,singular,nationality_vietnamese,nationality,Vietnamese,A Vietnamese person.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
F02__nationality_vietnamese,F02,fragment,{form}.,noun_form,a Vietnamese person,singular,nationality_vietnamese,nationality,Vietnamese,A Vietnamese person.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
F03__nationality_vietnamese,F03,fragment,{form}.,adj_form,Vietnamese,singular,nationality_vietnamese,nationality,Vietnamese,Vietnamese.,bare adjective (weird but useful for activations),"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
F04__nationality_vietnamese,F04,fragment,{form}.,prep_form,from Vietnam,singular,nationality_vietnamese,nationality,Vietnamese,From Vietnam.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
F06__nationality_vietnamese,F06,fragment,{form}.,person_noun_form,a Vietnamese person,singular,nationality_vietnamese,nationality,Vietnamese,A Vietnamese person.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
F07__nationality_vietnamese,F07,fragment,This example mentions {form}.,person_noun_form,a Vietnamese person,singular,nationality_vietnamese,nationality,Vietnamese,This example mentions a Vietnamese person.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
F08__nationality_vietnamese,F08,fragment,One example mentions {form}.,person_noun_form,a Vietnamese person,singular,nationality_vietnamese,nationality,Vietnamese,One example mentions a Vietnamese person.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
F09__nationality_vietnamese,F09,fragment,{form}.,plural_noun_form,Vietnamese people,plural,nationality_vietnamese,nationality,Vietnamese,Vietnamese people.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
F10__nationality_vietnamese,F10,fragment,The {form}.,plural_noun_form,Vietnamese people,plural,nationality_vietnamese,nationality,Vietnamese,The Vietnamese people.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
F11__nationality_vietnamese,F11,fragment,Some {form}.,plural_noun_form,Vietnamese people,plural,nationality_vietnamese,nationality,Vietnamese,Some Vietnamese people.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
I01__nationality_vietnamese,I01,future,This person will be {form}.,adj_form,Vietnamese,singular,nationality_vietnamese,nationality,Vietnamese,This person will be Vietnamese.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
I02__nationality_vietnamese,I02,future,The person will be {form}.,adj_form,Vietnamese,singular,nationality_vietnamese,nationality,Vietnamese,The person will be Vietnamese.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
I03__nationality_vietnamese,I03,future,Someone will be {form}.,adj_form,Vietnamese,singular,nationality_vietnamese,nationality,Vietnamese,Someone will be Vietnamese.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
I04__nationality_vietnamese,I04,future,This person will be {form}.,noun_form,a Vietnamese person,singular,nationality_vietnamese,nationality,Vietnamese,This person will be a Vietnamese person.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
I05__nationality_vietnamese,I05,future,The person will be {form}.,noun_form,a Vietnamese person,singular,nationality_vietnamese,nationality,Vietnamese,The person will be a Vietnamese person.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
I08__nationality_vietnamese,I08,future,This person will be {form}.,prep_form,from Vietnam,singular,nationality_vietnamese,nationality,Vietnamese,This person will be from Vietnam.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
I09__nationality_vietnamese,I09,future,The person will be {form}.,prep_form,from Vietnam,singular,nationality_vietnamese,nationality,Vietnamese,The person will be from Vietnam.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
I10__nationality_vietnamese,I10,future,There will be someone who is {form}.,adj_form,Vietnamese,singular,nationality_vietnamese,nationality,Vietnamese,There will be someone who is Vietnamese.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
I11__nationality_vietnamese,I11,future,There will be a person who is {form}.,adj_form,Vietnamese,singular,nationality_vietnamese,nationality,Vietnamese,There will be a person who is Vietnamese.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
E01__nationality_vietnamese,E01,group_meta,The person is associated with {form}.,group_form,the Vietnamese community,singular,nationality_vietnamese,nationality,Vietnamese,The person is associated with the Vietnamese community.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
